event_id,verifier_fallback_triggered,raw_headings_exactly_once,raw_heading_order_correct,raw_structural_pass,raw_evidence_bullet_count,raw_five_evidence_bullets,raw_shap_mentions,raw_all_five_shap_mentions,raw_direction_mentions,raw_all_five_directions,raw_additional_title_present,raw_reached_token_limit,raw_missing_headings,a4_all_sections_present,a4_heading_order_correct,a4_heading_counts_correct,a4_evidence_bullet_count,a4_evidence_contract_passed,a4_quality_gate_passed
UNSW-OFFICIAL-57391,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-57852,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-57874,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-57935,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-58114,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-58156,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-58200,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-58369,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-58657,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-58779,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59012,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59026,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59066,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59144,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59165,True,False,False,False,5,True,5,True,5,True,True,False,Human Review,True,True,True,5,True,True
UNSW-OFFICIAL-59292,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59529,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59623,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-59684,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-60081,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-60156,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-60355,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-61330,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-61487,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-61712,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-61925,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-62098,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-62255,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-62429,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-62501,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-62807,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-63399,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-63430,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-63708,True,False,False,False,5,True,5,True,5,True,True,True,Recommended Action|Limitations,True,True,True,5,True,True
UNSW-OFFICIAL-63730,True,False,False,False,5,True,5,True,5,True,True,True,Recommended Action|Limitations,True,True,True,5,True,True
UNSW-OFFICIAL-63779,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-63792,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-63892,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-64295,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-64607,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-64660,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-64690,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-64873,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-65224,True,False,False,False,5,True,0,False,5,True,True,False,Human Review,True,True,True,5,True,True
UNSW-OFFICIAL-65889,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-66360,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-68026,True,False,False,False,5,True,5,True,5,True,True,True,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-70047,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-72656,True,False,False,False,5,True,5,True,5,True,True,True,Recommended Action|Limitations,True,True,True,5,True,True
UNSW-OFFICIAL-74299,True,True,True,True,5,True,0,False,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-74463,True,False,False,False,5,True,0,False,5,True,True,False,Human Review,True,True,True,5,True,True
UNSW-OFFICIAL-76452,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-76644,True,False,False,False,5,True,0,False,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-76646,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-77415,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
UNSW-OFFICIAL-80444,True,False,False,False,5,True,5,True,5,True,True,False,Recommended Action,True,True,True,5,True,True
UNSW-OFFICIAL-80463,True,False,False,False,5,True,5,True,5,True,True,False,Human Review,True,True,True,5,True,True
UNSW-OFFICIAL-81279,False,True,True,True,5,True,5,True,5,True,True,False,,True,True,True,5,True,True
