event_id,configuration_id,prompt_version,generation_status,generation_error,true_label_evaluation_only,classification_correct_evaluation_only,report_text,input_tokens,output_tokens,generation_seconds,tokens_per_second,reached_token_limit,report_words
UNSW-OFFICIAL-5208,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 53.33%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- ct_src_ltm = 11
- ct_dst_sport_ltm = 2
- Protocol is not udp
- ct_dst_src_ltm = 2
- Protocol = unas

### Risk and Policy
The risk score is 4.2664, indicating a high risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
The limitations include:
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event lacks specific local features that could provide more context for the prediction.",587,247,9.486712844000067,26.03641578085888,False,171
UNSW-OFFICIAL-5249,A1_unconstrained_full,2.0,success,,Exploits,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 32.64%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- sbytes = 200 (200.0)
- ct_dst_src_ltm = 5 (5.0)
- ct_srv_dst = 5 (5.0)
- ct_dst_ltm = 2 (2.0)

### Risk and Policy
The risk score is 2.6114, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review requirement is due to the detector confidence below the fixed 0.70 threshold.
- The risk score is 2.6114, indicating a moderate risk.",585,255,9.682129346000238,26.337181717711967,False,161
UNSW-OFFICIAL-5298,A1_unconstrained_full,2.0,success,,Worms,True,"### Prediction Summary
The event was predicted to be a Worms attack with a confidence of 48.95%. The model's uncertainty score is 51.05%, indicating a high level of confidence in the prediction.

### Evidence
- **sbytes**: 1302 (supports predicted class)
- **smean**: 130 (supports predicted class)
- **service_-**: An application service is identified (supports predicted class)
- **tcprtt**: 0.239367 (opposes predicted class)
- **service_http**: Service = http (supports predicted class)

### Risk and Policy
The risk score is 4.1603, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review is mandatory as the detector confidence is below the threshold of 0.70.
- The risk score is moderate, but the policy zone is set to Alert, which may not be the most appropriate action in all scenarios.",603,272,9.757722152000042,27.875358179188172,False,183
UNSW-OFFICIAL-5355,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 33.56%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
- Protocol is not UDP
- sbytes = 200
- ct_dst_src_ltm = 7
- ct_dst_sport_ltm = 3
- ct_srv_src = 7

### Risk and Policy
The risk score is 2.6851, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review is required as the detector confidence is below the fixed 0.70 threshold.

### Limitations
- The human review is required due to the low detector confidence.
- The risk score is moderate, but the policy zone is set to Alert, which may not be the most appropriate action in all scenarios.",589,231,8.666295939000065,26.654986354718606,False,162
UNSW-OFFICIAL-5529,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 27.09%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
- Protocol is not UDP
- sbytes = 200
- ct_dst_sport_ltm = 2
- ct_dst_src_ltm = 6
- dpkts = 0

### Risk and Policy
The risk score is 2.17, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review is required as the detector confidence is below the fixed 0.70 threshold.

### Limitations
- The human review is required due to the low detector confidence.
- The risk score is moderate, but the policy zone is set to Alert, which may not be the most appropriate action in all scenarios.",588,229,8.901650546999917,25.725566151007673,False,162
UNSW-OFFICIAL-5562,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 39.8% and an uncertainty score of 60.2%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- ct_src_ltm = 12
- Protocol is not udp
- sbytes = 200
- ct_dst_sport_ltm = 3
- ct_dst_src_ltm = 7

### Risk and Policy
The risk score is 3.186, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
The limitations of this incident report include the model's low confidence score (39.8%) and the requirement for a human review to ensure the accuracy of the alert.",592,251,8.943693620999966,28.064467616673177,False,171
UNSW-OFFICIAL-5574,A1_unconstrained_full,2.0,success,,Reconnaissance,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 41.5% and an uncertainty score of 58.5%. The model used is a Random Forest with version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- ct_src_ltm = 10
- Protocol is not UDP
- sbytes = 200
- ct_dst_src_ltm = 7
- ct_dst_sport_ltm = 2

### Risk and Policy
The risk score is 3.32, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event is classified as a Backdoor attack, which may not be the only type of attack, leading to potential misclassification.",590,263,10.000452147000033,26.29881090715439,False,178
UNSW-OFFICIAL-5722,A1_unconstrained_full,2.0,success,,Exploits,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 26.84%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
- Protocol is not UDP
- sbytes = 200
- ct_dst_sport_ltm = 2
- smean = 100
- ct_dst_src_ltm = 4

### Risk and Policy
The risk score is 2.1474, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The detector confidence is below this threshold, necessitating a human review.

### Limitations
- The human review is required due to the detector confidence below the fixed 0.70 threshold.
- The event is classified as a Backdoor attack, which may not be the final determination without further investigation.",591,241,9.374361880000379,25.708416539173573,False,165
UNSW-OFFICIAL-6122,A1_unconstrained_full,2.0,success,,DoS,True,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 61.86%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes several features:
- `dmean`: 129
- `response_body_len`: 95
- `dbytes`: 1030
- `sttl`: 62
- `dloss`: 2

### Risk and Policy
The risk score is 4.3305, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review is mandatory as the detector confidence is below the threshold.
- The risk score is moderate, but the policy zone is set to Alert, which may lead to false positives if not carefully managed.",586,252,9.314699673999712,27.054012348182532,False,169
UNSW-OFFICIAL-6144,A1_unconstrained_full,2.0,success,,Shellcode,True,"### Prediction Summary
The event was predicted to be a Shellcode attack with a confidence of 28.78%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence includes features such as service type, smean, sbytes, ct_dst_src_ltm, and service_http, which collectively support the predicted label of Shellcode.

### Risk and Policy
The risk score is 2.4466, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
The limitations include the low detector confidence (below 0.70) and the need for human review to ensure the accuracy of the alert.",582,209,7.690936688999955,27.174843384021678,False,146
UNSW-OFFICIAL-6304,A1_unconstrained_full,2.0,success,,Worms,True,"### Prediction Summary
The event was predicted to be a Worms attack with a confidence of 55.28%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- **sbytes**: 1302 (supports predicted class)
- **smean**: 130 (supports predicted class)
- **service_-**: An application service is identified (supports predicted class)
- **ct_flw_http_mthd**: 1 (supports predicted class)
- **service_http**: Service = http (supports predicted class)

### Risk and Policy
The risk score is 4.6986, indicating a high risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review is mandatory as the detector confidence is below the threshold.
- The risk score is based on the model's confidence, which is 55.28%, not the actual risk level.",589,269,10.272587201000078,26.186197764649954,False,178
UNSW-OFFICIAL-6482,A1_unconstrained_full,2.0,success,,Worms,True,"### Prediction Summary
The event was predicted to be a Worms attack with a confidence of 49.35%. The model used is the Random Forest model version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes features such as service_http (1.0), trans_depth (1.0), ct_flw_http_mthd (1.0), and sbytes (8682.0). These features are all above the threshold of 0.70, indicating a high confidence in the prediction.

### Risk and Policy
The risk score is 4.1947, which is above the policy threshold of 4.0. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context. This action is based on the high confidence of the prediction and the risk score.

### Human Review
The human review is required because the detector confidence is below the fixed 0.70 threshold. This indicates that further human review is necessary to ensure the accuracy of the prediction.

### Limitations
The limitations of this report include the use of a fixed confidence threshold of 0.70 for human review, which may not always be appropriate for all scenarios. Additionally, the model's confidence score is based on a single model version, which may not be representative of the overall risk.",584,308,11.53007831900004,26.712741360347643,False,217
UNSW-OFFICIAL-6546,A1_unconstrained_full,2.0,success,,DoS,True,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 28.55%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The protocol is not UDP.
- The size of the data sent (sbytes) is 180.
- The destination port (ct_dst_sport_ltm) is 3.
- The mean size of the data (smean) is 90.

### Risk and Policy
The risk score is 1.9987, indicating a moderate risk. The policy zone is Monitor, and the recommended action is to log the event and continue monitoring.

### Recommended Action
Log the event and continue monitoring.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the actual risk is below this threshold.
- The human review is necessary to ensure the accuracy of the event classification and to provide additional context for the incident.",584,257,8.975878897000257,28.632293611480154,False,181
UNSW-OFFICIAL-6585,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 33.56%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (readable evidence: Protocol is not udp, observed value: 0.0, shap value: 0.0305)
- ct_src_ltm = 6 (readable evidence: ct_src_ltm = 6, observed value: 6.0, shap value: 0.0209)
- sbytes = 200 (readable evidence: sbytes = 200, observed value: 200.0, shap value: 0.0167)
- ct_dst_src_ltm = 6 (readable evidence: ct_dst_src_ltm = 6, observed value: 6.0, shap value: 0.0142)
- Protocol = UNAS (readable evidence: Protocol = unas, observed value: 1.0, shap value: 0.0128)

### Risk and Policy
The risk score is 2.6851, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The detector confidence is below this threshold, necessitating a human review.

### Limitations
- The detector confidence is below the fixed 0.70 threshold, necessitating a human review.
- The event is a Backdoor attack, which may require additional context to fully understand the nature of the threat.",581,400,15.182301714000005,26.34646626941614,False,226
UNSW-OFFICIAL-6668,A1_unconstrained_full,2.0,success,,Worms,False,"### Prediction Summary
The event was predicted to be an Exploits with a confidence of 45.66% and an uncertainty score of 54.34%. The model used is the Random Forest with version UNSW-RF-OFFICIAL-1.0.

### Evidence
The model's confidence is based on several features including dmean, dbytes, dloss, dttl, and dload, which are all above the threshold of 1283, 482584, 185, 252, and 691755 respectively.

### Risk and Policy
The risk score is 2.97, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The model's confidence is based on a single feature, which may not be representative of the overall risk.
- The human review requirement ensures that the decision is not solely based on the model's confidence but also on the context and judgment of the SOC team.",606,271,10.082322605000172,26.87872731483535,False,181
UNSW-OFFICIAL-6765,A1_unconstrained_full,2.0,success,,Backdoor,True,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 27.5% and an uncertainty score of 72.5%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The protocol is not UDP.
- The size of the payload is 200 bytes.
- The destination port is 3.
- The source port is 6.
- The standard deviation of the size of the payload is 100 bytes.

### Risk and Policy
The risk score is 2.202, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review is mandatory as the detector confidence is below the threshold.
- The risk score is moderate, but the policy zone is set to Alert, which may not be the most appropriate action in all scenarios.",590,258,9.926994376000039,25.989739716560408,False,195
UNSW-OFFICIAL-7009,A1_unconstrained_full,2.0,success,,Analysis,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 47.74%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- ct_src_ltm = 18
- ct_dst_sport_ltm = 3
- Protocol is not udp
- sbytes = 200
- Protocol = pgm

### Risk and Policy
The risk score is 3.8194, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
The limitations include:
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event lacks specific details such as the exact time of the attack and the exact IP addresses involved.",585,252,9.582555562999914,26.297786466589386,False,176
UNSW-OFFICIAL-7010,A1_unconstrained_full,2.0,success,,Exploits,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 28.74%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0 support)
- sbytes = 200 (0.0189 support)
- ct_dst_src_ltm = 7 (0.0116 support)
- Protocol = IDRP (0.0115 support)
- ct_srv_src = 7 (0.0109 support)

### Risk and Policy
The risk score is 2.2995, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the confidence is below this threshold.
- The human review requirement ensures that the decision is made by a human, but it may not be as accurate as automated detection systems.",581,285,9.854905914000028,28.919606385599753,False,189
UNSW-OFFICIAL-7015,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 34.07%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- Protocol is mobile (1.0)
- sbytes is 200 (200.0)
- ct_srv_src is 5 (5.0)
- ct_dst_sport_ltm is 3 (3.0)

### Risk and Policy
The risk score is 2.7254, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set to 0.70, which may lead to false negatives if the confidence is below this threshold.
- The human review requirement ensures that the decision is made by a human, but it may not be as accurate as automated detection systems.",581,270,10.449941018000118,25.83746640626225,False,184
UNSW-OFFICIAL-7340,A1_unconstrained_full,2.0,success,,Reconnaissance,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 30.09%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0% support)
- sbytes = 200 (1.61% support)
- ct_dst_sport_ltm = 2 (1.26% support)
- ct_dst_src_ltm = 6 (1.03% support)
- dpkts = 0 (7.59% support)

### Risk and Policy
The risk score is 2.4074, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the model's confidence is below this threshold.
- The human review requirement ensures that the decision is made by a human, but it may not be as accurate as automated systems in certain cases.",587,291,11.089175852000153,26.24180587302278,False,192
UNSW-OFFICIAL-7367,A1_unconstrained_full,2.0,success,,Shellcode,False,"### Prediction Summary
The event was predicted to be a Fuzzer attack with a confidence of 46.42%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol: UDP (Protocol = udp)
- Destination and Source LTM: ct_dst_src_ltm = 4
- Server Destination: ct_srv_dst = 4
- Source Destination Port: ct_src_dport_ltm = 1
- Standard Mean: smean = 156

### Risk and Policy
The risk score is 3.0171, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review requirement is due to the detector confidence below the fixed 0.70 threshold.
- The risk score is based on the model's confidence, which is 46.42%, and not on the actual risk level of the attack.",586,268,10.204047154999898,26.264088741365942,False,181
UNSW-OFFICIAL-7394,A1_unconstrained_full,2.0,success,,DoS,True,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 27.05%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The protocol is not UDP.
- The size of the data sent (sbytes) is 200.
- The destination port (ct_dst_sport_ltm) is 2.
- The standard deviation of the size of the data sent (smean) is 100.
- The loss rate (sloss) is 0.

### Risk and Policy
The risk score is 1.8938, indicating a moderate risk. The policy zone is Monitor, and the recommended action is to log the event and continue monitoring.

### Recommended Action
Log the event and continue monitoring.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the confidence is below this threshold.
- The human review is necessary to ensure the accuracy of the event classification and to provide additional context for the incident.",582,273,9.700093075999575,28.144059841597745,False,191
UNSW-OFFICIAL-7562,A1_unconstrained_full,2.0,success,,Exploits,True,"### Prediction Summary
The event was predicted to be an Exploits with a confidence of 47.66%. The model's uncertainty score is 52.34%, indicating a high level of confidence in the prediction.

### Evidence
The model's predictions are based on several features including:
- **smean**: 114
- **sbytes**: 1144
- **sload**: 19522.4
- **service_-**: An application service is identified
- **dinpkt**: 78.24

### Risk and Policy
The risk score is 3.0982, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event is classified as Exploits, which may require further investigation to confirm the nature of the exploit.",621,270,10.17638354499968,26.532018845994514,False,174
UNSW-OFFICIAL-7657,A1_unconstrained_full,2.0,success,,Reconnaissance,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 29.6% and an uncertainty score of 70.4%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
- Protocol is not UDP
- sbytes = 200
- ct_dst_sport_ltm = 2
- ct_dst_src_ltm = 4
- smean = 100

### Risk and Policy
The risk score is 2.3707, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The event was predicted to be a Backdoor attack, but the confidence is below the recommended threshold of 0.70.
- The human review is necessary to ensure the accuracy of the alert and to gather additional context.",591,246,9.447402366999995,26.038903652424494,False,168
UNSW-OFFICIAL-7727,A1_unconstrained_full,2.0,success,,Shellcode,False,"### Prediction Summary
The event was predicted to be a Fuzzer attack with a confidence of 35.6% and an uncertainty score of 64.4%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- `ct_dst_src_ltm = 1`: Indicates a destination address that is not a common host.
- `sbytes = 530`: A large number of bytes sent.
- `smean = 53`: A high average size of the packets.
- `ct_srv_dst = 2`: A destination server that is not a common host.
- `ackdat = 0.026218`: A low acknowledgment data value, which is often indicative of a Fuzzer attack.

### Risk and Policy
The risk score is 2.3144, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context with the provided local features.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event is classified as Exploitation, which may not be the final stage of the attack, potentially requiring further investigation.",606,332,12.522865228999763,26.511504669967433,False,229
UNSW-OFFICIAL-7796,A1_unconstrained_full,2.0,success,,Reconnaissance,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 40.46%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- ct_src_ltm = 11
- Protocol is not udp
- ct_dst_sport_ltm = 3
- sbytes = 200
- ct_dst_src_ltm = 6

### Risk and Policy
The risk score is 3.2369, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event is classified as a Backdoor attack, which may not be the most accurate classification due to the low model confidence.",593,257,9.198171977999664,27.940334298455905,False,176
UNSW-OFFICIAL-7890,A1_unconstrained_full,2.0,success,,Fuzzers,True,"### Prediction Summary
The event was predicted to be a Fuzzer attack with a confidence of 54.36%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes features such as ct_dst_src_ltm (3), ct_srv_dst (3), sloss (3), sbytes (1592), and spkts (12). These features are all above the threshold of 3, which is a strong indicator of a Fuzzer attack.

### Risk and Policy
The risk score is 3.5332, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context. This action is based on the high confidence of the prediction and the moderate risk level.

### Human Review
The human review is required because the detector confidence is below the fixed 0.70 threshold, which is a critical factor for the recommended action.

### Limitations
The limitations of this report include the low confidence of the detector, which is below the fixed threshold of 0.70. This may lead to a missed detection in future incidents. Additionally, the human review is necessary to ensure the accuracy of the recommended action.",585,292,10.738378048999948,27.192188491370313,False,211
UNSW-OFFICIAL-8100,A1_unconstrained_full,2.0,success,,Shellcode,True,"### Prediction Summary
The event was predicted to be a Shellcode attack with a confidence of 56.3%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes several features:
- ct_dst_src_ltm: 1
- ct_srv_dst: 1
- dbytes: 268
- dpkts: 6
- dmean: 45

### Risk and Policy
The risk score is 4.7854, indicating a high risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
The limitations include:
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event is classified as a Shellcode attack, which may not be actionable without further context.",583,253,9.785309751999648,25.85508342730785,False,169
UNSW-OFFICIAL-8207,A1_unconstrained_full,2.0,success,,Reconnaissance,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 44.1%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- sttl = 254 (254.0)
- Protocol = SCTP (1.0)
- dmean = 220 (220.0)
- sbytes = 536 (536.0)

### Risk and Policy
The risk score is 3.5285, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The event was predicted to be a Backdoor attack with a confidence of 44.1%.
- The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.
- The risk score is 3.5285, indicating a moderate risk.
- The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.
- Human review is required due to the detector confidence below the fixed 0.70 threshold.",579,326,12.183735825999975,26.756981984484526,False,212
UNSW-OFFICIAL-8497,A1_unconstrained_full,2.0,success,,Worms,False,"### Prediction Summary
The event was predicted to be an Exploits attack with a high confidence of 82.5%. The model's uncertainty score of 17.5% indicates that the prediction is robust.

### Evidence
The model's predictions are based on several local features:
- **synack**: 0.007142 (supports Exploits)
- **sbytes**: 1294 (supports Exploits)
- **smean**: 129 (supports Exploits)
- **sload**: 46926.6 (supports Exploits)
- **tcprtt**: 0.053521 (supports Exploits)

### Risk and Policy
The predicted stage is Exploitation, with a stage severity of 6.5, indicating a high risk. The asset criticality is 1.0, and the risk score is 5.3629. The policy zone is set to Block, and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation. This is based on the high confidence and the policy to block Exploits.

### Human Review
No mandatory confidence-based referral is required as the confidence threshold is set to 0.7.

### Limitations
- The model's confidence is high (82.5%), but the human review is not mandatory, which means the decision is solely based on the model's prediction.
- The model's predictions are based on local features, which may not capture the full context of the attack.
- The policy to block Exploits is applied, but the specific source of the attack is not identified, which could lead to potential false positives.",633,372,14.00772566400019,26.556773663553304,False,234
