row_id,true_label,predicted_label,confidence,local_explanation_json,attack_stage,risk_score,recommended_action
77,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 111.0, ""shap_value"": 0.01929092827681643, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013772548504013571, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 111.0, ""shap_value"": 0.01347252491146656, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01345837707876079, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Mean"", ""value"": 55.0, ""shap_value"": 0.012586845030291158, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
78,DDoS,DDoS,1.0,"[{""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.04491424437568384, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packets/s"", ""value"": 0.0, ""shap_value"": 0.044260310852481555, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 256.0, ""shap_value"": 0.039268550787559704, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.03756796010997931, ""effect"": ""supports predicted class""}, {""feature"": ""Flow IAT Std"", ""value"": 5698435.321, ""shap_value"": 0.0327764500970828, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
79,DoS Hulk,DoS Hulk,0.9943739108000432,"[{""feature"": ""Init_Win_bytes_forward"", ""value"": 251.0, ""shap_value"": 0.09216677912554118, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.07680184557587239, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 32.0, ""shap_value"": 0.05770448120184355, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length"", ""value"": 64.0, ""shap_value"": 0.040782769194552204, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 0.0, ""shap_value"": 0.03894950465078182, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,6.96,Block Source IP
80,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 127.0, ""shap_value"": 0.021106175669779077, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 254.0, ""shap_value"": 0.014038207394798973, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.013922549539061605, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 69.4, ""shap_value"": 0.013327805224999328, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013167385842745426, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
81,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 55.0, ""shap_value"": 0.02023396343521199, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01479503572534739, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 110.0, ""shap_value"": 0.014013093889950597, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 45.4, ""shap_value"": 0.013063329632733928, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.012526404725529756, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
82,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.03011937180545248, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013579232122021114, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.013068006045243602, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.013053908864721003, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd IAT Mean"", ""value"": 3.0, ""shap_value"": 0.012862186981374788, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
83,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 0.0, ""shap_value"": 0.028421968862294308, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 32.0, ""shap_value"": -0.022816736879323868, ""effect"": ""opposes predicted class""}, {""feature"": ""Fwd Header Length.1"", ""value"": 48.0, ""shap_value"": 0.020026716983253392, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 24.0, ""shap_value"": 0.01794262141569211, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length"", ""value"": 48.0, ""shap_value"": 0.015310083105570707, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
84,PortScan,PortScan,1.0,"[{""feature"": ""PSH Flag Count"", ""value"": 1.0, ""shap_value"": 0.06575178230984885, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 29200.0, ""shap_value"": 0.054799393304367804, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 40.0, ""shap_value"": 0.04232624900444896, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.03971907858112729, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Header Length"", ""value"": 20.0, ""shap_value"": 0.035916109921130264, ""effect"": ""supports predicted class""}]",Reconnaissance,3.0,Alert SOC Analyst
85,BENIGN,BENIGN,0.9533720964159648,"[{""feature"": ""Destination Port"", ""value"": 56830.0, ""shap_value"": 0.05739878185539789, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 33304.0, ""shap_value"": 0.032842956167549175, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.016129415426720185, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.015719444718357067, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 122.0, ""shap_value"": 0.012656171509170217, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
86,DoS Hulk,DoS Hulk,0.9967136600587284,"[{""feature"": ""Init_Win_bytes_forward"", ""value"": 274.0, ""shap_value"": 0.08676246238572574, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.07752212080407644, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 32.0, ""shap_value"": 0.05796236632038912, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length"", ""value"": 64.0, ""shap_value"": 0.04039307623051855, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.0394410781388126, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,6.98,Block Source IP
87,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 99.0, ""shap_value"": 0.023088061898852173, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013243368696813133, ""effect"": ""opposes predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 60.6, ""shap_value"": 0.012468896220091796, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 198.0, ""shap_value"": 0.012365372855397254, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.012080857775218447, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
88,BENIGN,BENIGN,1.0,"[{""feature"": ""Fwd Packet Length Max"", ""value"": 1725.0, ""shap_value"": 0.023458227038206162, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 2082.0, ""shap_value"": 0.018249263792005817, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.01564035801465297, ""effect"": ""supports predicted class""}, {""feature"": ""Total Length of Fwd Packets"", ""value"": 2082.0, ""shap_value"": 0.012072040682391396, ""effect"": ""supports predicted class""}, {""feature"": ""Total Backward Packets"", ""value"": 10.0, ""shap_value"": 0.009343163055102082, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
89,PortScan,PortScan,1.0,"[{""feature"": ""PSH Flag Count"", ""value"": 1.0, ""shap_value"": 0.06480903722416326, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 29200.0, ""shap_value"": 0.05469455846279054, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 40.0, ""shap_value"": 0.04262307563193302, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.03907502939871392, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Header Length"", ""value"": 20.0, ""shap_value"": 0.035942800991781744, ""effect"": ""supports predicted class""}]",Reconnaissance,3.0,Alert SOC Analyst
90,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 3703.0, ""shap_value"": 0.032269627955657514, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 0.0, ""shap_value"": 0.026469345596792662, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length.1"", ""value"": 48.0, ""shap_value"": 0.016992309448759037, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Variance"", ""value"": 0.0, ""shap_value"": 0.013582256126352794, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.012665920500867012, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
91,BENIGN,BENIGN,0.9539522794537734,"[{""feature"": ""Destination Port"", ""value"": 42838.0, ""shap_value"": 0.0777782028479181, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 118.0, ""shap_value"": 0.01889672547630063, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 337.0, ""shap_value"": 0.01883646350613045, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.01626518883176802, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.0158639244808424, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
92,BENIGN,BENIGN,0.9953557213662174,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.03823368212412908, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.014699476362308133, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 46.0, ""shap_value"": 0.012679382656479561, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 21.33333333, ""shap_value"": 0.01222892390979709, ""effect"": ""supports predicted class""}, {""feature"": ""Max Packet Length"", ""value"": 46.0, ""shap_value"": 0.011988813076677048, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
93,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 60.0, ""shap_value"": 0.021662886282038017, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01439156126859814, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 120.0, ""shap_value"": 0.013693583587023567, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013082610701233097, ""effect"": ""opposes predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 42.0, ""shap_value"": 0.013042686708865166, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
94,BENIGN,BENIGN,1.0,"[{""feature"": ""Fwd Packet Length Max"", ""value"": 8760.0, ""shap_value"": 0.0289568018202459, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 56333.0, ""shap_value"": 0.024393369130858083, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 11607.0, ""shap_value"": 0.01947275865743812, ""effect"": ""supports predicted class""}, {""feature"": ""Total Length of Fwd Packets"", ""value"": 11607.0, ""shap_value"": 0.016134610937357276, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Std"", ""value"": 3802.315321, ""shap_value"": 0.01570511945175852, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
95,BENIGN,BENIGN,1.0,"[{""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.02052352021017242, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.019313873674280568, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Mean"", ""value"": 42.0, ""shap_value"": 0.017176990353852305, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 109.0, ""shap_value"": 0.016884376920208978, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 109.0, ""shap_value"": 0.015185843051210244, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
96,BENIGN,BENIGN,1.0,"[{""feature"": ""Fwd Packet Length Max"", ""value"": 5755.0, ""shap_value"": 0.028873575156301557, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 55965.0, ""shap_value"": 0.024010037087889416, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 12982.0, ""shap_value"": 0.020082610691379798, ""effect"": ""supports predicted class""}, {""feature"": ""Total Length of Fwd Packets"", ""value"": 12982.0, ""shap_value"": 0.016623793763317476, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Std"", ""value"": 2318.428912, ""shap_value"": 0.015627230133268596, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
97,BENIGN,BENIGN,0.9910321243972255,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.029754989097324876, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 257.0, ""shap_value"": 0.024361560215522254, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.02083897042612989, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.012302051614375954, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.01087041462810049, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
98,DoS Hulk,DoS Hulk,0.9980574540784976,"[{""feature"": ""Init_Win_bytes_forward"", ""value"": 251.0, ""shap_value"": 0.0824084031420226, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.07803415887556554, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 32.0, ""shap_value"": 0.05664148479542845, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length"", ""value"": 64.0, ""shap_value"": 0.040301858123691546, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 0.0, ""shap_value"": 0.039167916673541185, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,6.99,Block Source IP
99,BENIGN,BENIGN,0.9675170924264614,"[{""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": -0.029410602485629635, ""effect"": ""opposes predicted class""}, {""feature"": ""Fwd IAT Min"", ""value"": 18478.0, ""shap_value"": 0.02483848012843158, ""effect"": ""supports predicted class""}, {""feature"": ""Flow IAT Mean"", ""value"": 18478.0, ""shap_value"": 0.023612714281315204, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd IAT Total"", ""value"": 18478.0, ""shap_value"": 0.023150418362799404, ""effect"": ""supports predicted class""}, {""feature"": ""Flow IAT Min"", ""value"": 18478.0, ""shap_value"": 0.021360797066256286, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
100,BENIGN,BENIGN,0.9987316225217148,"[{""feature"": ""Init_Win_bytes_forward"", ""value"": 63711.0, ""shap_value"": 0.028900327588173454, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": -0.018432571035513535, ""effect"": ""opposes predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 12.0, ""shap_value"": 0.01393356234515636, ""effect"": ""supports predicted class""}, {""feature"": ""Flow Bytes/s"", ""value"": 125.0169294, ""shap_value"": 0.012434267147644349, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.012399901246010855, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
101,BENIGN,BENIGN,1.0,"[{""feature"": ""Subflow Fwd Bytes"", ""value"": 1080.0, ""shap_value"": 0.01849977957459835, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.01738050391200549, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 501.0, ""shap_value"": 0.01666036835903041, ""effect"": ""supports predicted class""}, {""feature"": ""Total Length of Fwd Packets"", ""value"": 1080.0, ""shap_value"": 0.011132862479843521, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Mean"", ""value"": 154.2857143, ""shap_value"": 0.010837369917100225, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
102,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 63.0, ""shap_value"": 0.022627979339097236, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013458819243492143, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013347467547573797, ""effect"": ""opposes predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.013287434641378439, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 126.0, ""shap_value"": 0.013159596647533363, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
103,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 178.0, ""shap_value"": 0.02336656779347777, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01829721190299053, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.015126643425292059, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Mean"", ""value"": 96.0, ""shap_value"": 0.014384804588410986, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013876951773708523, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
104,BENIGN,BENIGN,1.0,"[{""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.015516458307483277, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.014648290456230199, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 119.0, ""shap_value"": 0.01407007764908485, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 238.0, ""shap_value"": 0.013580207102111217, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 89.0, ""shap_value"": 0.012234846995726367, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
105,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 58258.0, ""shap_value"": 0.03758031949761211, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.012630769380202179, ""effect"": ""supports predicted class""}, {""feature"": ""Max Packet Length"", ""value"": 31.0, ""shap_value"": 0.012420255317967416, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.012312168518514568, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 20.66666667, ""shap_value"": 0.012025063801629923, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
106,BENIGN,BENIGN,0.9996546145157974,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.021301364425884754, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 13.2857142857, ""shap_value"": 0.014085393578437522, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Std"", ""value"": 32.1699356839, ""shap_value"": 0.012266324259754246, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Variance"", ""value"": 1034.9047619048, ""shap_value"": 0.01086736781242446, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 86.0, ""shap_value"": 0.01061749988256807, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
107,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 128.0, ""shap_value"": 0.02481224121209607, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013698131828568853, ""effect"": ""opposes predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 256.0, ""shap_value"": 0.012777168390718997, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.012727379897411595, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 70.4, ""shap_value"": 0.012474551062180712, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
108,DoS Hulk,DoS Hulk,1.0,"[{""feature"": ""Bwd Packet Length Std"", ""value"": 2537.820147, ""shap_value"": 0.06229384381435693, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 5792.0, ""shap_value"": 0.0536272979556594, ""effect"": ""supports predicted class""}, {""feature"": ""Avg Bwd Segment Size"", ""value"": 1932.5, ""shap_value"": 0.0503644938613931, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Mean"", ""value"": 1932.5, ""shap_value"": 0.047410405182489374, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 235.0, ""shap_value"": 0.04338386666575176, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
109,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 89.0, ""shap_value"": 0.019984490672973153, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 178.0, ""shap_value"": 0.014226929921842385, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.013946221280289394, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 57.8, ""shap_value"": 0.013471229025663467, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013188438522126492, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
110,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 69.0, ""shap_value"": 0.021560456588551914, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013856192216499176, ""effect"": ""opposes predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 47.57142857, ""shap_value"": 0.012375709985415146, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.012365598920971053, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 39.0, ""shap_value"": 0.011902390047149743, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
111,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 208.0, ""shap_value"": 0.02490616292043228, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01565513812392713, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013635077438751182, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 184.0, ""shap_value"": 0.013282203728102316, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 208.0, ""shap_value"": 0.01297078078480859, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
112,DDoS,DDoS,1.0,"[{""feature"": ""Subflow Bwd Bytes"", ""value"": 11601.0, ""shap_value"": 0.07937544670729721, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 5840.0, ""shap_value"": 0.05733620867113586, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 229.0, ""shap_value"": 0.04991119655241785, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.04835732946304461, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Std"", ""value"": 2201.078258, ""shap_value"": 0.04637068317067133, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
113,BENIGN,BENIGN,0.9999136292549848,"[{""feature"": ""Init_Win_bytes_backward"", ""value"": 939.0, ""shap_value"": 0.022089641689005436, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 544.0, ""shap_value"": 0.016261466832007423, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 88.5555555556, ""shap_value"": 0.012353432692028026, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 544.0, ""shap_value"": 0.01165942910310338, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": -0.011508010690609026, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
114,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 65.0, ""shap_value"": 0.019985147304539624, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01471278188979447, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013872755325441516, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 65.0, ""shap_value"": 0.01377157935579981, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 81.5, ""shap_value"": 0.012575090873072368, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
